#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 06 02 03 53 999 99.0 99.0  0.37  2.86  3.60 170 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 04 23 999 99.0 99.0  0.38  8.33  3.85  99 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 04 53 999 99.0 99.0  0.36  7.14  3.66 104 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 05 23 999 99.0 99.0  0.35  8.33  3.84  98 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 05 53 999 99.0 99.0  0.34 13.33  3.89  83 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 06 23 999 99.0 99.0  0.32 12.50  3.70  84 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 06 53 999 99.0 99.0  0.30  9.09  4.04 101 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 07 23 999 99.0 99.0  0.32  7.69  4.38 109 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 07 53 999 99.0 99.0  0.30 13.33  4.42  83 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 08 23 999 99.0 99.0  0.30  8.33  3.88 109 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 08 53 999 99.0 99.0  0.31  7.69  4.10 102 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 09 23 999 99.0 99.0  0.32  7.69  4.24 108 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 09 53 999 99.0 99.0  0.33  9.09  3.70 101 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 10 23 999 99.0 99.0  0.30  8.33  4.44  99 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 10 53 999 99.0 99.0  0.32  7.69  4.38 102 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 11 23 999 99.0 99.0  0.32 11.76  4.36  88 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 02 11 53 999 99.0 99.0  0.34  7.69  4.48 108 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 02 12 23 999 99.0 99.0  0.35  8.33  4.24 107 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 02 12 53 999 99.0 99.0  0.32 13.33  4.47  83 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 02 13 23 999 99.0 99.0  0.31 12.50  5.32  83 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 02 13 53 999 99.0 99.0  0.29 12.50  5.28  88 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 02 14 23 999 99.0 99.0  0.31 11.76  5.01  83 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 02 14 53 999 99.0 99.0  0.31 13.33  6.29  83 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 02 15 23 999 99.0 99.0  0.29  7.69  5.57 107 9999.0 999.0  26.7 999.0 99.0 99.00
2018 06 02 15 53 999 99.0 99.0  0.31 11.76  5.84  97 9999.0 999.0  27.0 999.0 99.0 99.00
2018 06 02 16 23 999 99.0 99.0  0.32 13.33  5.59  85 9999.0 999.0  27.2 999.0 99.0 99.00
2018 06 02 16 53 999 99.0 99.0  0.28 12.50  5.10  78 9999.0 999.0  27.2 999.0 99.0 99.00
2018 06 02 17 23 999 99.0 99.0  0.31 12.50  4.92  84 9999.0 999.0  27.2 999.0 99.0 99.00
2018 06 02 17 53 999 99.0 99.0  0.30  7.69  4.85 108 9999.0 999.0  27.2 999.0 99.0 99.00
2018 06 02 18 23 999 99.0 99.0  0.33 13.33  4.70  71 9999.0 999.0  27.1 999.0 99.0 99.00
2018 06 02 18 53 999 99.0 99.0  0.33 12.50  3.94  88 9999.0 999.0  27.1 999.0 99.0 99.00
2018 06 02 19 23 999 99.0 99.0  0.37 12.50  4.03  88 9999.0 999.0  27.2 999.0 99.0 99.00
2018 06 02 19 53 999 99.0 99.0  0.37 13.33  3.70  88 9999.0 999.0  27.2 999.0 99.0 99.00
2018 06 02 20 23 999 99.0 99.0  0.40 12.50  3.32  91 9999.0 999.0  27.1 999.0 99.0 99.00
2018 06 02 20 53 999 99.0 99.0  0.44 12.50  3.29  84 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 02 21 23 999 99.0 99.0  0.45 13.33  3.09  85 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 02 21 53 999 99.0 99.0  0.46 11.76  3.15  87 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 02 22 23 999 99.0 99.0  0.46  2.56  3.01 152 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 02 22 53 999 99.0 99.0  0.50  2.63  2.98 152 9999.0 999.0  26.8 999.0 99.0 99.00
2018 06 02 23 23 999 99.0 99.0  0.58  3.03  3.10 154 9999.0 999.0  26.7 999.0 99.0 99.00
2018 06 02 23 53 999 99.0 99.0  0.65  2.94  3.13 164 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 03 00 23 999 99.0 99.0  0.67  3.45  3.16 163 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 03 00 53 999 99.0 99.0  0.67  3.33  3.23 163 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 03 01 23 999 99.0 99.0  0.70  3.45  3.23 161 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 03 01 53 999 99.0 99.0  0.63  3.45  3.31 159 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 03 02 23 999 99.0 99.0  0.64  3.45  3.28 156 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 03 02 53 999 99.0 99.0  0.61  3.33  3.25 159 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 03 03 23 999 99.0 99.0  0.63  3.57  3.39 160 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 03 03 53 999 99.0 99.0  0.54  3.33  3.20 157 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 03 04 23 999 99.0 99.0  0.53  3.45  3.33 160 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 03 04 53 999 99.0 99.0  0.55  3.33  3.36 161 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 03 05 23 999 99.0 99.0  0.56 12.50  3.44  76 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 03 05 53 999 99.0 99.0  0.54  3.57  3.32 161 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 03 06 23 999 99.0 99.0  0.54  3.45  3.34 157 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 03 06 53 999 99.0 99.0  0.46  3.33  3.33 159 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 03 07 23 999 99.0 99.0  0.44 11.76  3.49  80 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 03 07 53 999 99.0 99.0  0.40 11.11  3.55  78 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 03 08 23 999 99.0 99.0  0.38 12.50  3.71  77 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 03 08 53 999 99.0 99.0  0.38 12.50  3.79  77 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 03 09 23 999 99.0 99.0  0.40 11.11  3.91  81 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 03 09 53 999 99.0 99.0  0.41 11.11  3.71  84 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 03 10 23 999 99.0 99.0  0.43 11.76  3.67  85 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 03 10 53 999 99.0 99.0  0.40  4.00  3.55 135 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 03 11 23 999 99.0 99.0  0.40 11.11  3.68  85 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 03 11 53 999 99.0 99.0  0.39 11.11  3.39  91 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 03 12 23 999 99.0 99.0  0.40 11.76  3.44  83 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 03 12 53 999 99.0 99.0  0.40  8.33  3.59 108 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 03 13 23 999 99.0 99.0  0.39 11.76  3.38  74 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 03 13 53 999 99.0 99.0  0.36 11.11  3.45  84 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 03 14 23 999 99.0 99.0  0.37 11.11  3.61  85 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 03 14 53 999 99.0 99.0  0.39 11.76  3.89  76 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 03 15 23 999 99.0 99.0  0.38 12.50  3.89  83 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 03 15 53 999 99.0 99.0  0.36 12.50  3.99  71 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 03 16 23 999 99.0 99.0  0.38 12.50  3.98  67 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 03 16 53 999 99.0 99.0  0.35 12.50  4.20  80 9999.0 999.0  27.1 999.0 99.0 99.00
2018 06 03 17 23 999 99.0 99.0  0.34 12.50  4.29  80 9999.0 999.0  27.1 999.0 99.0 99.00
2018 06 03 17 53 999 99.0 99.0  0.36 10.53  4.06  84 9999.0 999.0  27.2 999.0 99.0 99.00
2018 06 03 18 23 999 99.0 99.0  0.31  8.33  4.16 101 9999.0 999.0  27.5 999.0 99.0 99.00
2018 06 03 18 53 999 99.0 99.0  0.31 12.50  4.79  77 9999.0 999.0  27.6 999.0 99.0 99.00
2018 06 03 19 23 999 99.0 99.0  0.31 11.11  4.70  81 9999.0 999.0  27.5 999.0 99.0 99.00
2018 06 03 19 53 999 99.0 99.0  0.31 11.11  4.06  87 9999.0 999.0  27.4 999.0 99.0 99.00
2018 06 03 20 23 999 99.0 99.0  0.32 11.11  3.90  91 9999.0 999.0  27.6 999.0 99.0 99.00
2018 06 03 20 53 999 99.0 99.0  0.30 12.50  4.07  77 9999.0 999.0  27.7 999.0 99.0 99.00
2018 06 03 21 23 999 99.0 99.0  0.32 13.33  4.57  84 9999.0 999.0  27.6 999.0 99.0 99.00
2018 06 03 21 53 999 99.0 99.0  0.32 11.76  5.02  78 9999.0 999.0  27.6 999.0 99.0 99.00
2018 06 03 22 23 999 99.0 99.0  0.32 12.50  5.70  87 9999.0 999.0  27.5 999.0 99.0 99.00
2018 06 03 23 23 999 99.0 99.0  0.31 11.76  4.92  81 9999.0 999.0  27.4 999.0 99.0 99.00
2018 06 03 23 53 999 99.0 99.0  0.37 11.76  4.05  87 9999.0 999.0  27.3 999.0 99.0 99.00
2018 06 04 00 23 999 99.0 99.0  0.35 11.76  3.44  95 9999.0 999.0  27.2 999.0 99.0 99.00
2018 06 04 00 53 999 99.0 99.0  0.35 12.50  3.64  91 9999.0 999.0  27.0 999.0 99.0 99.00
2018 06 04 01 23 999 99.0 99.0  0.40 11.76  3.17  91 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 04 01 53 999 99.0 99.0  0.41 12.50  3.24  81 9999.0 999.0  26.8 999.0 99.0 99.00
2018 06 04 02 23 999 99.0 99.0  0.42 11.76  3.48  80 9999.0 999.0  26.8 999.0 99.0 99.00
2018 06 04 02 53 999 99.0 99.0  0.41 10.53  3.28  90 9999.0 999.0  26.7 999.0 99.0 99.00
2018 06 04 03 23 999 99.0 99.0  0.44 11.11  3.45  80 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 04 03 53 999 99.0 99.0  0.43 12.50  3.18  81 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 04 04 23 999 99.0 99.0  0.44  9.09  3.03 105 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 04 04 53 999 99.0 99.0  0.44 12.50  3.16  80 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 04 05 23 999 99.0 99.0  0.43 11.76  3.32  87 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 04 05 53 999 99.0 99.0  0.40 12.50  3.32  91 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 04 06 23 999 99.0 99.0  0.41  9.09  3.35 105 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 04 06 53 999 99.0 99.0  0.39 12.50  3.28  87 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 04 07 23 999 99.0 99.0  0.40  9.09  3.27 109 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 04 07 53 999 99.0 99.0  0.39 11.76  3.60  83 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 04 08 23 999 99.0 99.0  0.38 11.76  3.04  88 9999.0 999.0  25.9 999.0 99.0 99.00
2018 06 04 08 53 999 99.0 99.0  0.38 11.76  3.18  87 9999.0 999.0  25.9 999.0 99.0 99.00
2018 06 04 09 23 999 99.0 99.0  0.38 12.50  3.11  73 9999.0 999.0  25.9 999.0 99.0 99.00
2018 06 04 09 53 999 99.0 99.0  0.40 11.76  3.13  83 9999.0 999.0  25.8 999.0 99.0 99.00
2018 06 04 10 23 999 99.0 99.0  0.37 12.50  3.10  80 9999.0 999.0  25.8 999.0 99.0 99.00
2018 06 04 10 53 999 99.0 99.0  0.35 11.76  3.19  74 9999.0 999.0  25.8 999.0 99.0 99.00
2018 06 04 11 23 999 99.0 99.0  0.37 11.11  2.89  83 9999.0 999.0  25.7 999.0 99.0 99.00
2018 06 04 11 53 999 99.0 99.0  0.39 11.76  2.90  81 9999.0 999.0  25.7 999.0 99.0 99.00
2018 06 04 12 23 999 99.0 99.0  0.37 11.76  2.70  80 9999.0 999.0  25.7 999.0 99.0 99.00
2018 06 04 12 53 999 99.0 99.0  0.38 11.11  3.14  81 9999.0 999.0  25.7 999.0 99.0 99.00
2018 06 04 13 23 999 99.0 99.0  0.32  9.88  3.22  87 9999.0 999.0  25.8 999.0 99.0 99.00
2018 06 04 13 53 999 99.0 99.0  0.31 11.76  3.91  74 9999.0 999.0  25.8 999.0 99.0 99.00
2018 06 04 14 23 999 99.0 99.0  0.31 11.76  4.31  84 9999.0 999.0  25.9 999.0 99.0 99.00
2018 06 04 14 53 999 99.0 99.0  0.30 11.76  3.83  73 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 04 15 23 999 99.0 99.0  0.29 11.11  4.55  74 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 04 15 53 999 99.0 99.0  0.29 11.11  4.99  83 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 04 16 23 999 99.0 99.0  0.28 11.11  4.75  83 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 04 16 53 999 99.0 99.0  0.29 11.11  5.17  80 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 04 17 23 999 99.0 99.0  0.27 11.76  5.02  87 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 04 17 53 999 99.0 99.0  0.28 12.50  5.65  69 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 04 18 23 999 99.0 99.0  0.27 10.53  6.00  87 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 04 18 53 999 99.0 99.0  0.27 11.11  5.56  83 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 04 19 23 999 99.0 99.0  0.28 11.76  5.25  70 9999.0 999.0  27.0 999.0 99.0 99.00
2018 06 04 19 53 999 99.0 99.0  0.26 11.76  5.26  85 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 04 20 23 999 99.0 99.0  0.46 11.11  2.80  60 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 04 20 53 999 99.0 99.0  0.41 11.76  3.19  87 9999.0 999.0  25.8 999.0 99.0 99.00
2018 06 04 21 23 999 99.0 99.0  0.29 11.76  4.25  74 9999.0 999.0  25.8 999.0 99.0 99.00
2018 06 04 21 53 999 99.0 99.0  0.35 11.11  3.39  90 9999.0 999.0  25.9 999.0 99.0 99.00
2018 06 04 22 23 999 99.0 99.0  0.32 11.11  3.26  77 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 04 22 53 999 99.0 99.0  0.29 11.76  3.58  77 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 04 23 23 999 99.0 99.0  0.27 11.11  4.55  78 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 04 23 53 999 99.0 99.0  0.23 99.00  5.27 999 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 05 00 23 999 99.0 99.0  0.24 99.00  6.22 999 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 05 00 53 999 99.0 99.0  0.22 99.00  5.70 999 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 05 01 23 999 99.0 99.0  0.22 99.00  6.78 999 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 05 01 53 999 99.0 99.0  0.25 10.53  6.54  80 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 05 02 23 999 99.0 99.0  0.25 10.53  4.52  76 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 05 02 53 999 99.0 99.0  0.29 11.11  3.51  74 9999.0 999.0  26.7 999.0 99.0 99.00
2018 06 05 03 23 999 99.0 99.0  0.30 10.53  3.11  77 9999.0 999.0  26.7 999.0 99.0 99.00
2018 06 05 03 53 999 99.0 99.0  0.32 10.53  3.10  84 9999.0 999.0  26.7 999.0 99.0 99.00
2018 06 05 04 23 999 99.0 99.0  0.32 10.53  3.29  80 9999.0 999.0  26.7 999.0 99.0 99.00
2018 06 05 04 53 999 99.0 99.0  0.34 10.53  3.36  77 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 05 05 23 999 99.0 99.0  0.36 10.53  3.23  87 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 05 05 53 999 99.0 99.0  0.36  9.88  3.27  95 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 05 06 23 999 99.0 99.0  0.35 10.53  3.28  74 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 05 06 53 999 99.0 99.0  0.37 10.53  3.33  92 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 05 07 23 999 99.0 99.0  0.39  9.09  3.25 107 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 05 07 53 999 99.0 99.0  0.42  3.45  3.19 144 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 05 08 23 999 99.0 99.0  0.41 10.53  3.27  81 9999.0 999.0  26.2 999.0 99.0 99.00
2018 06 05 08 53 999 99.0 99.0  0.36  9.88  3.25  98 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 05 09 23 999 99.0 99.0  0.35 10.53  3.07  94 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 05 09 53 999 99.0 99.0  0.35  9.88  2.99  92 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 05 10 23 999 99.0 99.0  0.33 10.53  3.06  81 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 05 10 53 999 99.0 99.0  0.33  9.09  2.98 109 9999.0 999.0  25.9 999.0 99.0 99.00
2018 06 05 11 23 999 99.0 99.0  0.34  8.33  2.95 115 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 05 11 53 999 99.0 99.0  0.32  3.23  2.97 163 9999.0 999.0  25.9 999.0 99.0 99.00
2018 06 05 12 23 999 99.0 99.0  0.29 11.11  2.88  77 9999.0 999.0  25.9 999.0 99.0 99.00
2018 06 05 12 53 999 99.0 99.0  0.30  9.88  3.00  91 9999.0 999.0  25.9 999.0 99.0 99.00
2018 06 05 13 23 999 99.0 99.0  0.29 10.53  2.87  81 9999.0 999.0  26.0 999.0 99.0 99.00
2018 06 05 13 53 999 99.0 99.0  0.23 99.00  3.70 999 9999.0 999.0  26.1 999.0 99.0 99.00
2018 06 05 14 23 999 99.0 99.0  0.22 99.00  4.26 999 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 05 14 53 999 99.0 99.0  0.23 99.00  4.81 999 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 05 15 23 999 99.0 99.0  0.23 99.00  5.02 999 9999.0 999.0  26.7 999.0 99.0 99.00
2018 06 05 15 53 999 99.0 99.0  0.23 99.00  4.42 999 9999.0 999.0  27.1 999.0 99.0 99.00
2018 06 05 16 23 999 99.0 99.0  0.22 99.00  4.39 999 9999.0 999.0  27.3 999.0 99.0 99.00
2018 06 05 16 53 999 99.0 99.0  0.24 99.00  4.44 999 9999.0 999.0  27.3 999.0 99.0 99.00
2018 06 05 17 23 999 99.0 99.0  0.24 99.00  4.74 999 9999.0 999.0  27.2 999.0 99.0 99.00
2018 06 05 17 53 999 99.0 99.0  0.21 99.00  4.51 999 9999.0 999.0  27.8 999.0 99.0 99.00
2018 06 05 18 23 999 99.0 99.0  0.22 99.00  4.64 999 9999.0 999.0  27.9 999.0 99.0 99.00
2018 06 05 18 53 999 99.0 99.0  0.22 99.00  4.19 999 9999.0 999.0  27.6 999.0 99.0 99.00
2018 06 05 19 23 999 99.0 99.0  0.24 99.00  4.56 999 9999.0 999.0  27.9 999.0 99.0 99.00
2018 06 05 19 53 999 99.0 99.0  0.27  9.88  4.20  85 9999.0 999.0  27.4 999.0 99.0 99.00
2018 06 05 20 23 999 99.0 99.0  0.29  9.09  3.21  87 9999.0 999.0  27.3 999.0 99.0 99.00
2018 06 05 20 53 999 99.0 99.0  0.40  2.38  2.66 213 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 05 21 23 999 99.0 99.0  0.49  2.70  2.82 229 9999.0 999.0  26.8 999.0 99.0 99.00
2018 06 05 21 53 999 99.0 99.0  0.41  3.03  2.86 199 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 05 22 23 999 99.0 99.0  0.35  2.86  2.93 180 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 05 22 53 999 99.0 99.0  0.35  9.88  3.06  80 9999.0 999.0  26.8 999.0 99.0 99.00
2018 06 05 23 23 999 99.0 99.0  0.37  2.27  2.85 184 9999.0 999.0  26.8 999.0 99.0 99.00
2018 06 05 23 53 999 99.0 99.0  0.35 10.53  3.00  66 9999.0 999.0  26.8 999.0 99.0 99.00
2018 06 06 00 23 999 99.0 99.0  0.34 14.29  3.00  78 9999.0 999.0  26.7 999.0 99.0 99.00
2018 06 06 00 53 999 99.0 99.0  0.34 11.11  3.22  74 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 06 01 23 999 99.0 99.0  0.34 10.53  3.55  83 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 06 01 53 999 99.0 99.0  0.39 10.53  3.51  78 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 02 23 999 99.0 99.0  0.40 11.76  3.40  76 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 02 53 999 99.0 99.0  0.41 10.53  3.27  76 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 03 23 999 99.0 99.0  0.42 11.11  3.39  70 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 03 53 999 99.0 99.0  0.40 10.53  3.68  76 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 04 23 999 99.0 99.0  0.37 11.11  3.92  70 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 04 53 999 99.0 99.0  0.36 10.53  4.25  71 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 05 23 999 99.0 99.0  0.37  9.88  3.84  64 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 05 53 999 99.0 99.0  0.35  9.09  3.86  69 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 06 23 999 99.0 99.0  0.34 10.53  4.18  71 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 06 53 999 99.0 99.0  0.35 10.53  4.84  63 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 07 23 999 99.0 99.0  0.31  9.88  5.28  74 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 07 53 999 99.0 99.0  0.33  9.88  5.11  67 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 08 23 999 99.0 99.0  0.35  9.88  4.24  71 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 08 53 999 99.0 99.0  0.35  9.88  4.55  73 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 09 23 999 99.0 99.0  0.32  9.88  4.39  67 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 09 53 999 99.0 99.0  0.32  9.88  4.86  78 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 10 23 999 99.0 99.0  0.31 10.53  4.98  77 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 10 53 999 99.0 99.0  0.31  9.88  5.05  70 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 11 23 999 99.0 99.0  0.30  9.88  4.88  73 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 11 53 999 99.0 99.0  0.32  9.09  4.71  77 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 12 23 999 99.0 99.0  0.32 10.53  4.33  69 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 12 53 999 99.0 99.0  0.34  9.09  3.92  76 9999.0 999.0  26.4 999.0 99.0 99.00
2018 06 06 13 23 999 99.0 99.0  0.33 10.53  3.98  71 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 13 53 999 99.0 99.0  0.32  9.09  3.99  77 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 06 14 23 999 99.0 99.0  0.31 10.53  4.11  73 9999.0 999.0  26.7 999.0 99.0 99.00
2018 06 06 14 53 999 99.0 99.0  0.30  9.09  4.50  74 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 06 15 23 999 99.0 99.0  0.33  9.88  4.65  77 9999.0 999.0  27.1 999.0 99.0 99.00
2018 06 06 15 53 999 99.0 99.0  0.31  9.09  4.35  73 9999.0 999.0  26.9 999.0 99.0 99.00
2018 06 06 16 23 999 99.0 99.0  0.36 10.53  3.15  73 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 06 16 53 999 99.0 99.0  0.40  9.09  3.38  69 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 06 17 23 999 99.0 99.0  0.32 11.11  4.26  70 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 06 17 53 999 99.0 99.0  0.30 10.53  5.08  73 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 18 23 999 99.0 99.0  0.29 10.53  5.28  67 9999.0 999.0  26.3 999.0 99.0 99.00
2018 06 06 18 53 999 99.0 99.0  0.27  9.09  5.25  78 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 19 23 999 99.0 99.0  0.31  9.88  4.76  77 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 19 53 999 99.0 99.0  0.34 11.76  3.77  73 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 20 23 999 99.0 99.0  0.32 10.53  3.69  60 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 20 53 999 99.0 99.0  0.30 10.53  4.28  63 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 21 23 999 99.0 99.0  0.31  9.88  4.80  70 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 21 53 999 99.0 99.0  0.31 10.53  4.73  83 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 06 22 23 999 99.0 99.0  0.29  9.09  4.90  69 9999.0 999.0  26.5 999.0 99.0 99.00
2018 06 06 22 53 999 99.0 99.0  0.28  9.88  5.80  81 9999.0 999.0  26.6 999.0 99.0 99.00
2018 06 06 23 23 999 99.0 99.0  0.29  9.88  6.26  74 9999.0 999.0  26.6 999.0 99.0 99.00
