#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 02 09 05 23 999 99.0 99.0  0.72 10.53  4.83  92 9999.0 999.0  18.4 999.0 99.0 99.00
2018 02 09 05 53 999 99.0 99.0  0.75  9.88  4.88  91 9999.0 999.0  18.4 999.0 99.0 99.00
2018 02 09 06 23 999 99.0 99.0  0.77  9.88  4.84  94 9999.0 999.0  18.5 999.0 99.0 99.00
2018 02 09 06 53 999 99.0 99.0  0.79  6.25  4.85  85 9999.0 999.0  19.0 999.0 99.0 99.00
2018 02 09 07 23 999 99.0 99.0  0.81  9.88  4.71  91 9999.0 999.0  18.9 999.0 99.0 99.00
2018 02 09 07 53 999 99.0 99.0  0.81  9.88  4.74  99 9999.0 999.0  18.8 999.0 99.0 99.00
2018 02 09 08 23 999 99.0 99.0  0.90  9.88  4.80  97 9999.0 999.0  18.6 999.0 99.0 99.00
2018 02 09 08 53 999 99.0 99.0  0.86  6.25  4.63  85 9999.0 999.0  18.6 999.0 99.0 99.00
2018 02 09 09 23 999 99.0 99.0  0.88  9.88  4.57  95 9999.0 999.0  18.5 999.0 99.0 99.00
2018 02 09 09 53 999 99.0 99.0  0.84  9.88  4.65  95 9999.0 999.0  18.5 999.0 99.0 99.00
2018 02 09 10 23 999 99.0 99.0  0.83  5.00  4.51  87 9999.0 999.0  18.5 999.0 99.0 99.00
2018 02 09 10 53 999 99.0 99.0  0.85  9.88  4.68  98 9999.0 999.0  18.4 999.0 99.0 99.00
2018 02 09 11 23 999 99.0 99.0  0.83  5.26  4.59  84 9999.0 999.0  18.4 999.0 99.0 99.00
2018 02 09 11 53 999 99.0 99.0  0.84  9.88  4.76 101 9999.0 999.0  18.4 999.0 99.0 99.00
2018 02 09 12 23 999 99.0 99.0  0.80  9.88  4.80 104 9999.0 999.0  18.4 999.0 99.0 99.00
2018 02 09 12 53 999 99.0 99.0  0.79 10.53  4.75  95 9999.0 999.0  18.4 999.0 99.0 99.00
2018 02 09 13 23 999 99.0 99.0  0.80  9.88  4.68 104 9999.0 999.0  18.4 999.0 99.0 99.00
2018 02 09 13 53 999 99.0 99.0  0.80  9.88  4.64  98 9999.0 999.0  18.5 999.0 99.0 99.00
2018 02 09 14 23 999 99.0 99.0  0.80  5.56  4.71  84 9999.0 999.0  18.6 999.0 99.0 99.00
2018 02 09 14 53 999 99.0 99.0  0.81  9.88  4.59 105 9999.0 999.0  18.9 999.0 99.0 99.00
2018 02 09 15 23 999 99.0 99.0  0.79  5.26  4.42  78 9999.0 999.0  19.1 999.0 99.0 99.00
2018 02 09 15 53 999 99.0 99.0  0.80  9.88  4.52 102 9999.0 999.0  19.4 999.0 99.0 99.00
2018 02 09 16 23 999 99.0 99.0  0.76  5.56  4.35  74 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 09 16 53 999 99.0 99.0  0.80  9.88  4.60  92 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 09 17 23 999 99.0 99.0  0.80  9.88  4.61  91 9999.0 999.0  20.3 999.0 99.0 99.00
2018 02 09 17 53 999 99.0 99.0  0.80 10.53  4.68  97 9999.0 999.0  20.5 999.0 99.0 99.00
2018 02 09 18 23 999 99.0 99.0  0.79  8.33  4.64  88 9999.0 999.0  20.7 999.0 99.0 99.00
2018 02 09 18 53 999 99.0 99.0  0.79  9.88  4.73 101 9999.0 999.0  20.8 999.0 99.0 99.00
2018 02 09 19 23 999 99.0 99.0  0.77  9.88  4.61  81 9999.0 999.0  21.2 999.0 99.0 99.00
2018 02 09 19 53 999 99.0 99.0  0.75  9.09  4.68  91 9999.0 999.0  21.4 999.0 99.0 99.00
2018 02 09 20 23 999 99.0 99.0  0.80  9.88  5.01  90 9999.0 999.0  21.2 999.0 99.0 99.00
2018 02 09 20 53 999 99.0 99.0  0.78  9.88  4.91  94 9999.0 999.0  21.3 999.0 99.0 99.00
2018 02 09 21 23 999 99.0 99.0  0.81 10.53  4.90  88 9999.0 999.0  21.4 999.0 99.0 99.00
2018 02 09 21 53 999 99.0 99.0  0.77  9.88  5.15  97 9999.0 999.0  21.2 999.0 99.0 99.00
2018 02 09 22 23 999 99.0 99.0  0.77  9.88  5.10  95 9999.0 999.0  21.1 999.0 99.0 99.00
2018 02 09 22 53 999 99.0 99.0  0.74  9.88  4.86  94 9999.0 999.0  20.9 999.0 99.0 99.00
2018 02 09 23 23 999 99.0 99.0  0.75  9.88  5.16  99 9999.0 999.0  20.5 999.0 99.0 99.00
2018 02 09 23 53 999 99.0 99.0  0.73  9.88  5.03 104 9999.0 999.0  20.3 999.0 99.0 99.00
2018 02 10 00 23 999 99.0 99.0  0.69  8.33  4.80  85 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 10 00 53 999 99.0 99.0  0.74  9.88  4.94 105 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 10 01 23 999 99.0 99.0  0.78  9.88  4.95  87 9999.0 999.0  19.9 999.0 99.0 99.00
2018 02 10 01 53 999 99.0 99.0  0.78  9.88  5.06  90 9999.0 999.0  19.9 999.0 99.0 99.00
2018 02 10 02 23 999 99.0 99.0  0.80  9.88  5.19  99 9999.0 999.0  19.9 999.0 99.0 99.00
2018 02 10 02 53 999 99.0 99.0  0.80  9.09  4.89  85 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 10 03 23 999 99.0 99.0  0.81  8.33  4.84  87 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 10 03 53 999 99.0 99.0  0.84  8.33  4.90  83 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 10 04 23 999 99.0 99.0  0.85  8.33  4.86  83 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 10 04 53 999 99.0 99.0  0.85  9.88  4.89  83 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 10 05 23 999 99.0 99.0  0.86  7.69  4.79  77 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 10 05 53 999 99.0 99.0  0.88  8.33  4.88  74 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 06 23 999 99.0 99.0  0.90  7.69  4.99  78 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 06 53 999 99.0 99.0  0.88  7.69  4.78  80 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 07 23 999 99.0 99.0  0.89  9.88  4.86  97 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 07 53 999 99.0 99.0  0.89  7.69  4.91  78 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 08 23 999 99.0 99.0  0.91  9.88  5.07  92 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 08 53 999 99.0 99.0  0.85  9.09  4.79  81 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 09 23 999 99.0 99.0  0.90  9.09  5.05  87 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 09 53 999 99.0 99.0  0.91  9.88  4.95  88 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 10 23 999 99.0 99.0  0.86 10.53  4.84  90 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 10 53 999 99.0 99.0  0.83  9.88  4.97  88 9999.0 999.0  19.4 999.0 99.0 99.00
2018 02 10 11 23 999 99.0 99.0  0.84  9.88  4.97  98 9999.0 999.0  19.4 999.0 99.0 99.00
2018 02 10 11 53 999 99.0 99.0  0.83  8.33  5.04  81 9999.0 999.0  19.4 999.0 99.0 99.00
2018 02 10 12 23 999 99.0 99.0  0.89  9.88  5.22 101 9999.0 999.0  19.4 999.0 99.0 99.00
2018 02 10 12 53 999 99.0 99.0  0.82  8.33  4.72  80 9999.0 999.0  19.4 999.0 99.0 99.00
2018 02 10 13 23 999 99.0 99.0  0.85  9.09  4.87  91 9999.0 999.0  19.4 999.0 99.0 99.00
2018 02 10 13 53 999 99.0 99.0  0.86  9.88  5.23  98 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 10 14 23 999 99.0 99.0  0.86  9.88  5.05 101 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 10 14 53 999 99.0 99.0  0.81  9.09  5.06 101 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 10 15 23 999 99.0 99.0  0.82 10.53  4.88 108 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 10 15 53 999 99.0 99.0  0.80  9.88  4.88 107 9999.0 999.0  19.9 999.0 99.0 99.00
2018 02 10 16 23 999 99.0 99.0  0.85  9.09  4.91 101 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 10 16 53 999 99.0 99.0  0.84  9.09  4.79  97 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 10 17 23 999 99.0 99.0  0.77  8.33  4.64  87 9999.0 999.0  20.5 999.0 99.0 99.00
2018 02 10 17 53 999 99.0 99.0  0.85  9.88  4.85  99 9999.0 999.0  20.6 999.0 99.0 99.00
2018 02 10 18 23 999 99.0 99.0  0.85  8.33  4.85  91 9999.0 999.0  20.6 999.0 99.0 99.00
2018 02 10 18 53 999 99.0 99.0  0.82  9.09  4.82  92 9999.0 999.0  20.8 999.0 99.0 99.00
2018 02 10 19 53 999 99.0 99.0  0.86  9.88  5.02 108 9999.0 999.0  20.7 999.0 99.0 99.00
2018 02 10 20 23 999 99.0 99.0  0.83  7.69  4.80  85 9999.0 999.0  20.5 999.0 99.0 99.00
2018 02 10 20 53 999 99.0 99.0  0.89  8.33  4.89  94 9999.0 999.0  20.6 999.0 99.0 99.00
2018 02 10 21 23 999 99.0 99.0  0.87  9.88  4.83  94 9999.0 999.0  20.5 999.0 99.0 99.00
2018 02 10 21 53 999 99.0 99.0  0.88  9.09  4.92  91 9999.0 999.0  20.4 999.0 99.0 99.00
2018 02 10 22 23 999 99.0 99.0  0.89  9.09  4.77  97 9999.0 999.0  20.4 999.0 99.0 99.00
2018 02 10 22 53 999 99.0 99.0  0.88  8.33  4.80  95 9999.0 999.0  20.3 999.0 99.0 99.00
2018 02 10 23 23 999 99.0 99.0  0.93  9.88  4.69 102 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 10 23 53 999 99.0 99.0  0.86  9.09  4.72  99 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 11 00 23 999 99.0 99.0  0.82  9.88  4.64 112 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 11 01 53 999 99.0 99.0  0.89  9.88  4.62 102 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 11 02 23 999 99.0 99.0  0.91  9.88  4.51 105 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 02 53 999 99.0 99.0  0.88  9.88  4.40 108 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 03 23 999 99.0 99.0  0.90  9.09  4.49 104 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 03 53 999 99.0 99.0  0.89  9.09  4.51 101 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 04 23 999 99.0 99.0  0.83  9.88  4.40 112 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 11 04 53 999 99.0 99.0  0.85  9.09  4.55 104 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 05 23 999 99.0 99.0  0.86  9.09  4.45 102 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 05 53 999 99.0 99.0  0.87  9.09  4.64  97 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 06 23 999 99.0 99.0  0.85  9.88  4.84 101 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 06 53 999 99.0 99.0  0.86  9.09  4.64  99 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 07 23 999 99.0 99.0  0.87  9.88  4.75  92 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 07 53 999 99.0 99.0  0.90 10.53  4.85  95 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 08 23 999 99.0 99.0  0.85  9.09  4.87  92 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 08 53 999 99.0 99.0  0.90  9.88  4.82 107 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 09 23 999 99.0 99.0  0.94  9.88  4.85 104 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 09 53 999 99.0 99.0  0.93  4.76  4.86 109 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 10 23 999 99.0 99.0  0.98  9.09  4.98 102 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 10 53 999 99.0 99.0  0.98  9.88  4.96 108 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 11 23 999 99.0 99.0  0.98 10.53  4.96 102 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 11 53 999 99.0 99.0  0.95  5.26  4.89 111 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 11 12 23 999 99.0 99.0  0.95  9.88  4.94 101 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 12 53 999 99.0 99.0  0.94  9.09  5.00  99 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 13 23 999 99.0 99.0  0.97  5.00  4.95 116 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 11 13 53 999 99.0 99.0  0.92  5.00  4.89 119 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 11 14 23 999 99.0 99.0  0.96  5.00  5.00 115 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 11 14 53 999 99.0 99.0  0.92  5.26  5.04 115 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 11 15 23 999 99.0 99.0  0.93  4.76  4.98 118 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 11 15 53 999 99.0 99.0  0.92  4.76  4.84 119 9999.0 999.0  20.3 999.0 99.0 99.00
2018 02 11 16 23 999 99.0 99.0  0.95  9.88  5.08 105 9999.0 999.0  20.3 999.0 99.0 99.00
2018 02 11 16 53 999 99.0 99.0  0.90  9.88  4.90 101 9999.0 999.0  20.4 999.0 99.0 99.00
2018 02 11 17 23 999 99.0 99.0  0.87  9.88  4.87 107 9999.0 999.0  20.5 999.0 99.0 99.00
2018 02 11 17 53 999 99.0 99.0  0.95  4.76  4.78 122 9999.0 999.0  20.5 999.0 99.0 99.00
2018 02 11 18 23 999 99.0 99.0  0.97  9.88  4.78 105 9999.0 999.0  20.6 999.0 99.0 99.00
2018 02 11 18 53 999 99.0 99.0  0.95  9.88  4.65 111 9999.0 999.0  20.7 999.0 99.0 99.00
2018 02 11 19 23 999 99.0 99.0  0.92  9.88  4.42 104 9999.0 999.0  20.7 999.0 99.0 99.00
2018 02 11 19 53 999 99.0 99.0  1.00  9.88  4.57 108 9999.0 999.0  20.6 999.0 99.0 99.00
2018 02 11 20 23 999 99.0 99.0  0.99  9.88  4.56 107 9999.0 999.0  20.6 999.0 99.0 99.00
2018 02 11 20 53 999 99.0 99.0  0.98  4.76  4.40 116 9999.0 999.0  20.4 999.0 99.0 99.00
2018 02 11 21 23 999 99.0 99.0  1.03  9.88  4.40  98 9999.0 999.0  20.4 999.0 99.0 99.00
2018 02 11 21 53 999 99.0 99.0  1.03  9.88  4.43 101 9999.0 999.0  20.3 999.0 99.0 99.00
2018 02 11 22 23 999 99.0 99.0  1.06  5.00  4.35 119 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 11 22 53 999 99.0 99.0  1.11 10.53  4.48 107 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 11 23 23 999 99.0 99.0  1.17  4.76  4.43 136 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 11 23 53 999 99.0 99.0  1.18  5.26  4.59 125 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 12 00 23 999 99.0 99.0  1.14  5.56  4.52 119 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 12 00 53 999 99.0 99.0  1.27  5.00  4.66 130 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 12 01 23 999 99.0 99.0  1.25  5.26  4.58 130 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 12 01 53 999 99.0 99.0  1.18  5.00  4.59 135 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 12 02 23 999 99.0 99.0  1.13  5.56  4.59 116 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 12 02 53 999 99.0 99.0  1.11  5.26  4.58 128 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 12 03 23 999 99.0 99.0  1.05  5.00  4.65 130 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 12 03 53 999 99.0 99.0  1.09  5.00  4.76 135 9999.0 999.0  19.9 999.0 99.0 99.00
2018 02 12 04 23 999 99.0 99.0  1.06  5.26  4.69 128 9999.0 999.0  19.9 999.0 99.0 99.00
2018 02 12 04 53 999 99.0 99.0  1.04  5.26  4.74 132 9999.0 999.0  19.9 999.0 99.0 99.00
2018 02 12 05 23 999 99.0 99.0  1.04  9.88  4.95 105 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 12 05 53 999 99.0 99.0  1.00  9.88  4.78 114 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 12 06 23 999 99.0 99.0  0.98  4.76  4.70 130 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 12 06 53 999 99.0 99.0  1.02 10.53  4.90 107 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 12 07 23 999 99.0 99.0  0.98  9.88  4.98 109 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 12 07 53 999 99.0 99.0  1.01  4.76  5.02 118 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 12 08 23 999 99.0 99.0  0.99  9.09  5.05 104 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 12 08 53 999 99.0 99.0  1.02  5.00  5.06 115 9999.0 999.0  19.7 999.0 99.0 99.00
2018 02 12 09 23 999 99.0 99.0  0.97  9.88  5.09 101 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 12 09 53 999 99.0 99.0  1.05  4.76  5.17 115 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 12 10 23 999 99.0 99.0  1.03 10.53  5.27 104 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 12 10 53 999 99.0 99.0  1.02  9.88  5.20 107 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 12 11 23 999 99.0 99.0  1.04 10.53  5.41 108 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 12 11 53 999 99.0 99.0  1.00  5.00  5.15 125 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 12 12 23 999 99.0 99.0  1.02  5.26  5.16 122 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 12 12 53 999 99.0 99.0  1.06 10.53  5.34 109 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 12 13 23 999 99.0 99.0  1.05  9.88  5.25 104 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 12 13 53 999 99.0 99.0  1.05  5.26  5.23 128 9999.0 999.0  19.5 999.0 99.0 99.00
2018 02 12 14 23 999 99.0 99.0  1.03 11.11  5.34 107 9999.0 999.0  19.6 999.0 99.0 99.00
2018 02 12 14 53 999 99.0 99.0  0.96 10.53  5.19 112 9999.0 999.0  19.8 999.0 99.0 99.00
2018 02 12 15 23 999 99.0 99.0  0.97  9.88  5.09 108 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 12 15 53 999 99.0 99.0  0.98  9.88  5.14 107 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 12 16 23 999 99.0 99.0  0.98  5.26  5.20 126 9999.0 999.0  19.9 999.0 99.0 99.00
2018 02 12 16 53 999 99.0 99.0  0.98 10.53  5.13 109 9999.0 999.0  20.3 999.0 99.0 99.00
2018 02 12 17 23 999 99.0 99.0  0.95  9.88  5.12 109 9999.0 999.0  20.4 999.0 99.0 99.00
2018 02 12 17 53 999 99.0 99.0  0.97  9.88  5.34 108 9999.0 999.0  19.9 999.0 99.0 99.00
2018 02 12 18 23 999 99.0 99.0  0.92  9.88  5.12 107 9999.0 999.0  20.5 999.0 99.0 99.00
2018 02 12 18 53 999 99.0 99.0  0.89  9.88  4.99 102 9999.0 999.0  20.6 999.0 99.0 99.00
2018 02 12 19 23 999 99.0 99.0  0.85 10.53  4.98 105 9999.0 999.0  20.6 999.0 99.0 99.00
2018 02 12 19 53 999 99.0 99.0  0.89  9.88  5.01 105 9999.0 999.0  20.8 999.0 99.0 99.00
2018 02 12 20 23 999 99.0 99.0  0.90  9.88  5.39 104 9999.0 999.0  20.9 999.0 99.0 99.00
2018 02 12 20 53 999 99.0 99.0  0.85  9.88  5.31 102 9999.0 999.0  20.9 999.0 99.0 99.00
2018 02 12 21 23 999 99.0 99.0  0.88 10.53  5.24 102 9999.0 999.0  19.9 999.0 99.0 99.00
2018 02 12 21 53 999 99.0 99.0  0.83  9.88  5.14 108 9999.0 999.0  20.5 999.0 99.0 99.00
2018 02 12 22 23 999 99.0 99.0  0.86  9.88  5.14  95 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 12 22 53 999 99.0 99.0  0.89  9.88  5.48 109 9999.0 999.0  20.5 999.0 99.0 99.00
2018 02 12 23 23 999 99.0 99.0  0.82 10.53  5.29 108 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 12 23 53 999 99.0 99.0  0.88 10.53  5.44 111 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 13 00 23 999 99.0 99.0  0.92  9.88  5.74 107 9999.0 999.0  20.3 999.0 99.0 99.00
2018 02 13 00 53 999 99.0 99.0  0.87 10.53  5.45 104 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 01 23 999 99.0 99.0  0.85 10.53  5.59 109 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 13 01 53 999 99.0 99.0  0.83 10.53  5.26 111 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 13 02 23 999 99.0 99.0  0.88  9.88  5.35 108 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 13 02 53 999 99.0 99.0  0.84  9.88  5.41 105 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 03 23 999 99.0 99.0  0.80 10.53  5.18 104 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 13 03 53 999 99.0 99.0  0.82 10.53  5.17 109 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 13 04 23 999 99.0 99.0  0.78 10.53  5.05 105 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 13 04 53 999 99.0 99.0  0.82  9.88  5.25 101 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 13 05 23 999 99.0 99.0  0.85  9.88  5.35 108 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 13 05 53 999 99.0 99.0  0.86  8.33  5.41 111 9999.0 999.0  20.0 999.0 99.0 99.00
2018 02 13 06 23 999 99.0 99.0  0.87 10.53  5.54 107 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 13 06 53 999 99.0 99.0  0.82  9.88  5.33 108 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 13 07 23 999 99.0 99.0  0.81  9.88  5.30 104 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 13 07 53 999 99.0 99.0  0.83  9.88  5.33 111 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 08 23 999 99.0 99.0  0.81 10.53  5.15 105 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 13 08 53 999 99.0 99.0  0.88  9.88  5.57 105 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 09 23 999 99.0 99.0  0.81  9.88  5.53 108 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 09 53 999 99.0 99.0  0.83  9.88  5.74 107 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 10 23 999 99.0 99.0  0.82  9.88  5.48  98 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 10 53 999 99.0 99.0  0.87  9.88  5.93 102 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 11 23 999 99.0 99.0  0.87  9.88  5.70 104 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 11 53 999 99.0 99.0  0.85 10.53  5.84 109 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 12 23 999 99.0 99.0  0.84  9.88  5.95 108 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 12 53 999 99.0 99.0  0.90 10.53  6.53 112 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 13 23 999 99.0 99.0  0.77  9.88  5.84 111 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 13 53 999 99.0 99.0  0.88 10.53  6.40 116 9999.0 999.0  20.1 999.0 99.0 99.00
2018 02 13 14 23 999 99.0 99.0  0.82 10.53  6.02 116 9999.0 999.0  20.2 999.0 99.0 99.00
2018 02 13 14 53 999 99.0 99.0  0.73  9.09  5.71 108 9999.0 999.0  20.4 999.0 99.0 99.00
2018 02 13 15 23 999 99.0 99.0  0.80 11.11  6.16 116 9999.0 999.0  20.4 999.0 99.0 99.00
2018 02 13 15 53 999 99.0 99.0  0.78 10.53  5.95 115 9999.0 999.0  20.9 999.0 99.0 99.00
2018 02 13 16 23 999 99.0 99.0  0.83  9.88  6.17 116 9999.0 999.0  21.1 999.0 99.0 99.00
2018 02 13 16 53 999 99.0 99.0  0.85  9.88  6.22 114 9999.0 999.0  21.2 999.0 99.0 99.00
2018 02 13 17 23 999 99.0 99.0  0.82 10.53  6.11 111 9999.0 999.0  21.4 999.0 99.0 99.00
2018 02 13 17 53 999 99.0 99.0  0.86 10.53  6.13 109 9999.0 999.0  21.5 999.0 99.0 99.00
2018 02 13 18 23 999 99.0 99.0  0.81 10.53  5.82 109 9999.0 999.0  21.8 999.0 99.0 99.00
2018 02 13 18 53 999 99.0 99.0  0.88  9.88  5.93 105 9999.0 999.0  21.8 999.0 99.0 99.00
2018 02 13 19 23 999 99.0 99.0  0.78 10.53  5.80 109 9999.0 999.0  21.5 999.0 99.0 99.00
2018 02 13 19 53 999 99.0 99.0  0.85 10.53  5.88 111 9999.0 999.0  21.9 999.0 99.0 99.00
2018 02 13 20 23 999 99.0 99.0  0.83 10.53  5.87 108 9999.0 999.0  21.7 999.0 99.0 99.00
2018 02 13 20 53 999 99.0 99.0  0.83 10.53  5.89 112 9999.0 999.0  21.8 999.0 99.0 99.00
2018 02 13 21 23 999 99.0 99.0  0.85 10.53  6.05 111 9999.0 999.0  21.9 999.0 99.0 99.00
2018 02 13 21 53 999 99.0 99.0  0.88  9.88  6.00 101 9999.0 999.0  21.8 999.0 99.0 99.00
2018 02 13 22 23 999 99.0 99.0  0.82 10.53  5.82 114 9999.0 999.0  21.7 999.0 99.0 99.00
2018 02 13 22 53 999 99.0 99.0  0.85  9.88  6.01 105 9999.0 999.0  21.6 999.0 99.0 99.00
2018 02 13 23 23 999 99.0 99.0  0.85 11.11  6.25 111 9999.0 999.0  21.5 999.0 99.0 99.00
2018 02 13 23 53 999 99.0 99.0  0.85 10.53  6.00  98 9999.0 999.0  21.2 999.0 99.0 99.00
2018 02 14 00 23 999 99.0 99.0  0.93  9.88  5.57  99 9999.0 999.0  21.0 999.0 99.0 99.00
2018 02 14 00 53 999 99.0 99.0  0.78 10.53  4.81 108 9999.0 999.0  20.8 999.0 99.0 99.00
2018 02 14 01 23 999 99.0 99.0  0.83 10.53  5.22 111 9999.0 999.0  20.7 999.0 99.0 99.00
2018 02 14 01 53 999 99.0 99.0  0.84 10.53  5.28 101 9999.0 999.0  20.7 999.0 99.0 99.00
